"[10659, 753]"
"[5784, 603]","[4875, 566]"
"[2885, 450]","[2899, 368]","[2437, 341]","[2438, 308]"
"[1513, 252]","[1372, 239]","[1532, 259]","[1367, 286]","[1288, 253]","[1149, 224]","[1219, 230]","[1219, 238]"
"[756, 163]","[757, 185]","[746, 152]","[626, 157]","[729, 192]","[803, 160]","[621, 174]","[746, 156]","[586, 164]","[702, 152]","[623, 155]","[526, 167]","[631, 151]","[588, 157]","[663, 167]","[556, 142]"
"[397, 113]","[359, 125]","[410, 113]","[347, 133]","[373, 98]","[373, 126]","[284, 102]","[342, 110]","[391, 126]","[338, 101]","[402, 132]","[401, 101]","[319, 112]","[302, 105]","[373, 122]","[373, 99]","[299, 101]","[287, 124]","[338, 120]","[364, 100]","[312, 106]","[311, 106]","[285, 94]","[241, 110]","[346, 98]","[285, 99]","[273, 128]","[315, 86]","[340, 98]","[323, 125]","[300, 100]","[256, 96]"
"[196, 73]","[201, 101]","[168, 90]","[191, 71]","[190, 82]","[220, 75]","[190, 70]","[157, 81]","[192, 82]","[181, 67]","[167, 83]","[206, 73]","[129, 75]","[155, 61]","[153, 72]","[189, 71]","[197, 66]","[194, 68]","[156, 80]","[182, 64]","[217, 70]","[185, 93]","[182, 80]","[219, 69]","[160, 78]","[159, 67]","[151, 72]","[151, 69]","[195, 66]","[178, 81]","[167, 75]","[206, 80]","[137, 64]","[162, 81]","[136, 75]","[151, 78]","[163, 70]","[175, 77]","[182, 78]","[182, 64]","[142, 87]","[170, 64]","[156, 71]","[155, 59]","[153, 58]","[132, 56]","[133, 56]","[108, 71]","[173, 71]","[173, 67]","[147, 56]","[138, 72]","[136, 69]","[137, 67]","[157, 62]","[158, 70]","[171, 88]","[169, 55]","[147, 70]","[176, 67]","[165, 64]","[135, 69]","[128, 51]","[128, 73]"
"[96, 48]","[100, 53]","[100, 68]","[101, 53]","[84, 61]","[84, 44]","[87, 49]","[104, 52]","[93, 63]","[97, 47]","[120, 47]","[100, 53]","[100, 49]","[90, 52]","[82, 43]","[75, 55]","[100, 56]","[92, 49]","[84, 35]","[97, 51]","[75, 38]","[92, 59]","[100, 67]","[106, 42]","[69, 46]","[60, 43]","[84, 44]","[71, 38]","[77, 44]","[76, 51]","[95, 50]","[94, 45]","[99, 50]","[98, 48]","[96, 51]","[98, 41]","[84, 52]","[72, 45]","[98, 40]","[84, 55]","[109, 45]","[108, 57]","[92, 48]","[93, 67]","[88, 51]","[94, 52]","[99, 56]","[120, 49]","[80, 55]","[80, 40]","[75, 47]","[84, 43]","[68, 39]","[83, 50]","[82, 42]","[69, 49]","[94, 44]","[101, 43]","[89, 53]","[89, 56]","[84, 54]","[83, 45]","[107, 53]","[99, 49]","[67, 55]","[70, 33]","[82, 46]","[80, 46]","[72, 32]","[64, 59]","[83, 42]","[68, 47]","[87, 48]","[76, 40]","[93, 44]","[82, 41]","[91, 48]","[91, 54]","[91, 62]","[91, 40]","[75, 54]","[67, 43]","[82, 45]","[88, 44]","[86, 39]","[70, 51]","[77, 42]","[78, 41]","[68, 34]","[85, 48]","[66, 39]","[66, 41]","[69, 46]","[64, 30]","[59, 37]","[49, 41]","[86, 42]","[87, 47]","[87, 49]","[86, 44]","[72, 39]","[75, 38]","[66, 52]","[72, 34]","[64, 47]","[72, 41]","[66, 47]","[71, 29]","[79, 37]","[78, 45]","[86, 40]","[72, 51]","[90, 61]","[81, 43]","[78, 34]","[91, 41]","[75, 50]","[72, 34]","[81, 49]","[95, 43]","[88, 39]","[77, 55]","[67, 40]","[68, 46]","[64, 41]","[64, 31]","[65, 33]","[63, 44]"
"[51, 39]","[45, 24]","[53, 37]","[47, 34]","[53, 38]","[47, 38]","[51, 40]","[50, 31]","[41, 32]","[43, 38]","[38, 25]","[46, 37]","[43, 35]","[44, 31]","[53, 34]","[51, 33]","[45, 25]","[48, 44]","[51, 30]","[46, 30]","[60, 33]","[60, 35]","[55, 38]","[45, 33]","[45, 30]","[55, 36]","[45, 27]","[45, 31]","[38, 31]","[44, 25]","[36, 35]","[39, 26]","[48, 39]","[52, 36]","[46, 24]","[46, 30]","[46, 22]","[38, 24]","[54, 39]","[43, 23]","[41, 24]","[34, 26]","[45, 31]","[47, 36]","[45, 39]","[55, 36]","[48, 28]","[58, 36]","[34, 26]","[35, 28]","[27, 20]","[33, 33]","[40, 19]","[44, 42]","[36, 26]","[35, 26]","[37, 32]","[40, 30]","[40, 31]","[36, 24]","[52, 23]","[43, 46]","[47, 33]","[47, 30]","[49, 31]","[50, 38]","[47, 26]","[51, 34]","[48, 30]","[48, 39]","[45, 32]","[53, 30]","[40, 34]","[44, 28]","[38, 29]","[34, 26]","[52, 39]","[46, 27]","[45, 28]","[39, 33]","[50, 27]","[59, 33]","[48, 37]","[60, 34]","[51, 39]","[41, 29]","[46, 40]","[47, 39]","[43, 39]","[45, 31]","[46, 32]","[48, 33]","[49, 31]","[50, 38]","[60, 28]","[60, 35]","[45, 31]","[35, 28]","[35, 25]","[45, 32]","[38, 28]","[37, 27]","[44, 32]","[40, 30]","[30, 25]","[38, 23]","[38, 35]","[45, 29]","[40, 24]","[42, 33]","[38, 29]","[31, 30]","[51, 34]","[43, 29]","[49, 29]","[52, 29]","[47, 29]","[42, 41]","[40, 35]","[49, 32]","[40, 33]","[44, 29]","[44, 32]","[39, 28]","[50, 35]","[57, 34]","[49, 37]","[50, 35]","[37, 28]","[30, 35]","[36, 23]","[34, 21]","[36, 29]","[46, 33]","[36, 33]","[44, 26]","[35, 27]","[37, 24]","[28, 22]","[36, 39]","[43, 31]","[40, 28]","[37, 29]","[31, 30]","[46, 29]","[41, 34]","[41, 28]","[35, 24]","[52, 30]","[41, 27]","[42, 30]","[40, 32]","[48, 33]","[43, 35]","[46, 27]","[45, 40]","[41, 37]","[50, 37]","[48, 31]","[43, 28]","[33, 29]","[42, 31]","[35, 31]","[32, 24]","[42, 31]","[40, 33]","[39, 25]","[49, 35]","[39, 19]","[47, 36]","[35, 35]","[35, 25]","[42, 30]","[35, 20]","[39, 26]","[39, 26]","[34, 27]","[34, 21]","[40, 28]","[45, 29]","[37, 33]","[29, 15]","[35, 28]","[31, 24]","[32, 23]","[37, 32]","[32, 21]","[32, 22]","[29, 23]","[30, 26]","[27, 15]","[22, 28]","[43, 29]","[43, 25]","[44, 31]","[43, 32]","[42, 29]","[45, 32]","[38, 27]","[48, 28]","[36, 22]","[36, 27]","[40, 27]","[35, 24]","[30, 31]","[36, 27]","[32, 19]","[40, 26]","[32, 26]","[32, 29]","[36, 22]","[36, 30]","[30, 25]","[36, 26]","[38, 20]","[33, 19]","[39, 26]","[40, 25]","[36, 31]","[42, 23]","[38, 29]","[48, 27]","[37, 32]","[35, 27]","[40, 28]","[50, 41]","[36, 25]","[45, 28]","[38, 22]","[40, 27]","[50, 35]","[41, 28]","[36, 22]","[39, 30]","[36, 29]","[36, 17]","[39, 30]","[42, 33]","[50, 34]","[45, 27]","[47, 32]","[41, 26]","[34, 33]","[43, 31]","[36, 22]","[31, 26]","[32, 31]","[36, 23]","[30, 23]","[34, 34]","[34, 23]","[30, 22]","[32, 24]","[33, 25]","[35, 28]","[28, 20]"
"[28, 26]","[23, 21]","[23, 19]","[22, 15]","[26, 19]","[27, 31]","[21, 22]","[26, 20]","[23, 22]","[30, 27]","[22, 21]","[25, 26]","[25, 26]","[26, 20]","[26, 20]","[24, 23]","[20, 16]","[21, 18]","[20, 19]","[23, 25]","[19, 16]","[19, 16]","[23, 21]","[23, 27]","[21, 22]","[22, 24]","[20, 21]","[24, 16]","[30, 24]","[23, 22]","[27, 20]","[24, 22]","[23, 20]","[22, 19]","[23, 27]","[25, 23]","[22, 20]","[29, 19]","[21, 18]","[25, 24]","[27, 25]","[33, 20]","[31, 24]","[29, 24]","[28, 24]","[27, 27]","[24, 23]","[21, 15]","[23, 22]","[22, 15]","[28, 23]","[27, 25]","[25, 24]","[20, 15]","[22, 22]","[23, 17]","[19, 16]","[19, 23]","[22, 22]","[22, 17]","[16, 20]","[20, 17]","[20, 20]","[19, 17]","[27, 20]","[21, 25]","[26, 23]","[26, 25]","[26, 24]","[20, 14]","[23, 16]","[23, 21]","[23, 15]","[23, 20]","[19, 15]","[19, 17]","[27, 25]","[27, 23]","[21, 10]","[22, 20]","[23, 15]","[18, 19]","[19, 17]","[15, 11]","[25, 20]","[20, 17]","[24, 19]","[23, 28]","[24, 22]","[21, 25]","[27, 27]","[28, 20]","[22, 15]","[26, 20]","[27, 26]","[31, 23]","[17, 15]","[17, 19]","[16, 21]","[19, 15]","[14, 14]","[13, 12]","[17, 22]","[16, 17]","[21, 13]","[19, 16]","[20, 31]","[24, 19]","[20, 17]","[16, 14]","[15, 16]","[20, 17]","[19, 16]","[18, 22]","[19, 21]","[21, 21]","[23, 16]","[17, 21]","[17, 16]","[19, 16]","[26, 18]","[26, 19]","[23, 25]","[20, 24]","[24, 15]","[23, 25]","[26, 25]","[21, 14]","[25, 16]","[24, 21]","[23, 30]","[27, 19]","[23, 16]","[24, 17]","[22, 20]","[29, 26]","[27, 24]","[21, 19]","[26, 21]","[22, 22]","[25, 20]","[20, 19]","[26, 21]","[27, 20]","[22, 17]","[18, 25]","[22, 22]","[22, 15]","[17, 16]","[21, 19]","[18, 14]","[16, 16]","[24, 26]","[28, 24]","[23, 20]","[23, 17]","[23, 21]","[22, 19]","[18, 14]","[21, 28]","[24, 20]","[26, 15]","[26, 22]","[33, 24]","[24, 22]","[24, 25]","[29, 22]","[31, 23]","[26, 24]","[25, 23]","[21, 16]","[20, 20]","[21, 22]","[25, 22]","[25, 23]","[22, 22]","[21, 26]","[22, 18]","[20, 22]","[25, 22]","[21, 19]","[25, 22]","[23, 23]","[25, 22]","[23, 25]","[26, 17]","[26, 23]","[24, 18]","[28, 18]","[32, 23]","[32, 24]","[28, 25]","[20, 20]","[25, 19]","[18, 19]","[17, 17]","[20, 18]","[15, 13]","[22, 21]","[23, 22]","[18, 20]","[20, 18]","[18, 20]","[19, 14]","[25, 24]","[19, 16]","[23, 19]","[17, 15]","[17, 12]","[13, 17]","[19, 16]","[19, 17]","[17, 20]","[21, 20]","[23, 24]","[22, 16]","[17, 14]","[23, 21]","[18, 20]","[24, 25]","[19, 13]","[19, 23]","[16, 20]","[15, 16]","[29, 23]","[22, 20]","[20, 16]","[23, 18]","[25, 21]","[24, 14]","[28, 20]","[24, 15]","[24, 22]","[23, 19]","[20, 24]","[22, 25]","[18, 18]","[22, 25]","[25, 23]","[24, 17]","[23, 17]","[17, 19]","[19, 17]","[25, 20]","[24, 20]","[20, 20]","[22, 15]","[17, 17]","[25, 16]","[25, 22]","[25, 24]","[32, 20]","[24, 25]","[25, 22]","[28, 22]","[22, 23]","[20, 17]","[17, 18]","[14, 22]","[16, 16]","[18, 14]","[18, 16]","[18, 11]","[16, 16]","[19, 20]","[17, 17]","[24, 23]","[22, 20]","[16, 18]","[20, 20]","[19, 15]","[25, 22]","[15, 17]","[20, 17]","[16, 13]","[21, 16]","[16, 15]","[12, 8]","[18, 27]","[18, 16]","[24, 22]","[19, 20]","[18, 15]","[22, 19]","[18, 13]","[19, 23]","[16, 20]","[15, 15]","[22, 21]","[24, 17]","[22, 23]","[19, 20]","[18, 17]","[23, 24]","[16, 15]","[19, 15]","[23, 22]","[29, 19]","[22, 19]","[19, 14]","[21, 18]","[21, 24]","[21, 22]","[19, 15]","[23, 17]","[25, 28]","[20, 17]","[23, 24]","[21, 14]","[25, 24]","[24, 21]","[21, 27]","[20, 23]","[21, 21]","[26, 20]","[24, 24]","[27, 20]","[21, 20]","[22, 21]","[21, 16]","[15, 13]","[18, 20]","[21, 17]","[21, 22]","[17, 19]","[18, 17]","[14, 20]","[18, 15]","[24, 21]","[18, 18]","[19, 15]","[21, 24]","[17, 16]","[22, 16]","[26, 16]","[23, 28]","[20, 13]","[19, 16]","[22, 21]","[25, 24]","[15, 15]","[20, 22]","[15, 15]","[20, 20]","[22, 21]","[20, 15]","[15, 13]","[20, 17]","[17, 16]","[22, 18]","[17, 18]","[22, 18]","[17, 15]","[17, 19]","[19, 14]","[15, 16]","[20, 14]","[20, 23]","[22, 19]","[23, 20]","[20, 19]","[17, 21]","[15, 12]","[14, 11]","[18, 16]","[17, 16]","[13, 11]","[18, 15]","[17, 12]","[15, 18]","[19, 17]","[18, 21]","[18, 16]","[14, 10]","[14, 13]","[18, 16]","[15, 14]","[14, 15]","[13, 16]","[17, 17]","[12, 9]","[15, 10]","[13, 14]","[9, 14]","[22, 17]","[21, 19]","[20, 15]","[23, 18]","[22, 21]","[22, 20]","[24, 25]","[19, 14]","[21, 17]","[21, 20]","[20, 19]","[25, 21]","[19, 16]","[19, 18]","[24, 20]","[24, 20]","[18, 13]","[18, 17]","[19, 15]","[17, 16]","[19, 17]","[21, 19]","[17, 17]","[18, 16]","[16, 19]","[14, 13]","[16, 17]","[20, 16]","[15, 14]","[17, 13]","[23, 19]","[17, 21]","[17, 14]","[15, 17]","[18, 15]","[14, 19]","[17, 11]","[19, 15]","[16, 12]","[20, 23]","[15, 18]","[15, 15]","[16, 17]","[20, 17]","[19, 13]","[19, 9]","[16, 17]","[17, 10]","[19, 19]","[20, 13]","[23, 18]","[17, 15]","[18, 22]","[18, 14]","[23, 16]","[19, 17]","[19, 15]","[19, 20]","[21, 15]","[27, 21]","[21, 21]","[16, 14]","[17, 17]","[18, 17]","[20, 16]","[20, 16]","[24, 25]","[26, 20]","[18, 18]","[18, 11]","[22, 19]","[23, 20]","[19, 18]","[19, 15]","[19, 16]","[21, 16]","[27, 26]","[23, 22]","[19, 17]","[22, 18]","[18, 15]","[18, 14]","[21, 17]","[18, 19]","[17, 15]","[19, 20]","[20, 12]","[16, 11]","[22, 26]","[17, 10]","[21, 15]","[21, 22]","[22, 23]","[28, 23]","[21, 14]","[24, 22]","[23, 19]","[24, 25]","[20, 18]","[21, 15]","[19, 16]","[15, 21]","[23, 16]","[20, 25]","[20, 14]","[16, 14]","[15, 17]","[16, 15]","[16, 13]","[16, 20]","[18, 15]","[18, 13]","[13, 17]","[17, 12]","[16, 12]","[18, 29]","[16, 14]","[18, 16]","[14, 15]","[16, 14]","[16, 19]","[16, 15]","[18, 18]","[15, 15]","[15, 13]","[20, 19]","[12, 12]","[16, 13]"
